Numero de Documento,Expediente,Placa,Vigencia,Nombre Completo,SADE,Valor Embargo,Fecha Generacion MP
1000000221,076-2008-000221,AIN221,2008,ADRIANA ALEXANDRA MONTOYA CORREA,SADE-0000221,3700000,2008-11-23
1000000222,076-2020-000222,AIO222,2020,MAURICIO ANA BERMUDEZ BUITRAGO,SADE-0000222,9700000,2020-01-12
1000000223,076-2011-000223,AIP223,2011,GLORIA MONICA CORREA GAVIRIA,SADE-0000223,5400000,2011-04-05
1000000224,076-2009-000224,AIQ224,2009,JORGE OSCAR HERRERA BUITRAGO,SADE-0000224,14300000,2009-12-17
1000000225,076-2007-000225,AIR225,2007,NUBIA CATALINA CASTRO REYES,SADE-0000225,10100000,2007-03-06
1000000226,076-2009-000226,AIS226,2009,CATALINA HERNANDO PRADA RUIZ,SADE-0000226,11000000,2009-06-22
1000000227,076-2018-000227,AIT227,2018,LILIANA JULIAN AGUILAR MEDINA,SADE-0000227,11900000,2018-04-18
1000000228,076-2010-000228,AIU228,2010,ADRIANA ANDRES VARGAS SALAZAR,SADE-0000228,11700000,2010-08-25
1000000229,076-2011-000229,AIV229,2011,ALVARO VALENTINA SANCHEZ QUINTERO,SADE-0000229,4600000,2011-04-26
1000000230,076-2016-000230,AIW230,2016,DIEGO WILLIAM DIAZ CUELLAR,SADE-0000230,10000000,2016-09-04
1000000231,076-2018-000231,AIX231,2018,MAURICIO SANDRA MEDINA RAMIREZ,SADE-0000231,4600000,2018-05-15
1000000232,076-2021-000232,AIY232,2021,VALENTINA CLAUDIA BERMUDEZ RAMIREZ,SADE-0000232,6100000,2021-08-12
1000000233,076-2021-000233,AIZ233,2021,MARIA CAMILO DIAZ RESTREPO,SADE-0000233,13300000,2021-06-08
1000000234,076-2013-000234,AJA234,2013,ANA BEATRIZ RIOS LOPEZ,SADE-0000234,8600000,2013-02-27
1000000235,076-2018-000235,AJB235,2018,NUBIA CLAUDIA CASTRO RUIZ,SADE-0000235,7800000,2018-08-23
1000000236,076-2020-000236,AJC236,2020,DIEGO ANDRES PRADA AGUILAR,SADE-0000236,600000,2020-02-01
1000000237,076-2011-000237,AJD237,2011,MONICA CLAUDIA MORENO REYES,SADE-0000237,14000000,2011-07-04
1000000238,076-2019-000238,AJE238,2019,OSCAR LILIANA CARDENAS MARTINEZ,SADE-0000238,1700000,2019-04-14
1000000239,076-2017-000239,AJF239,2017,CATALINA SOFIA TORRES MARTINEZ,SADE-0000239,13200000,2017-10-18
1000000240,076-2007-000240,AJG240,2007,VALENTINA FERNANDO ACOSTA MORALES,SADE-0000240,7900000,2007-07-01
1000000241,076-2016-000241,AJH241,2016,RODRIGO LILIANA CASTILLO QUINTERO,SADE-0000241,5200000,2016-11-22
1000000242,076-2008-000242,AJI242,2008,MAURICIO BEATRIZ TORRES SANCHEZ,SADE-0000242,14400000,2008-09-26
1000000243,076-2015-000243,AJJ243,2015,ALEXANDRA MARIA MONTOYA CUELLAR,SADE-0000243,1600000,2015-11-13
1000000244,076-2012-000244,AJK244,2012,WILLIAM MARIA PALACIOS TORRES,SADE-0000244,9300000,2012-04-24
1000000245,076-2017-000245,AJL245,2017,PEDRO PATRICIA CORREA CASTRO,SADE-0000245,1600000,2017-06-18
1000000246,076-2012-000246,AJM246,2012,GLORIA SOFIA CUELLAR SUAREZ,SADE-0000246,3900000,2012-02-23
1000000247,076-2019-000247,AJN247,2019,SOFIA CARLOS MEDINA VARGAS,SADE-0000247,1600000,2019-04-02
1000000248,076-2012-000248,AJO248,2012,ADRIANA VALENTINA RESTREPO ROMERO,SADE-0000248,12600000,2012-05-02
1000000249,076-2019-000249,AJP249,2019,RICARDO OSCAR PALACIOS DIAZ,SADE-0000249,8900000,2019-05-04
1000000250,076-2019-000250,AJQ250,2019,BEATRIZ DIANA RESTREPO PRADA,SADE-0000250,10300000,2019-06-06
1000000251,076-2014-000251,AJR251,2014,FELIPE BEATRIZ SANCHEZ NAVARRO,SADE-0000251,2600000,2014-12-14
1000000252,076-2008-000252,AJS252,2008,DIANA ALEJANDRO SUAREZ ROMERO,SADE-0000252,8000000,2008-06-04
1000000253,076-2008-000253,AJT253,2008,GERMAN OSCAR CARDENAS PRADA,SADE-0000253,11400000,2008-03-23
1000000254,076-2014-000254,AJU254,2014,RODRIGO JULIAN RUIZ PALACIOS,SADE-0000254,11600000,2014-05-21
1000000255,076-2019-000255,AJV255,2019,LUISA JORGE RESTREPO SALAZAR,SADE-0000255,13600000,2019-12-22
1000000256,076-2009-000256,AJW256,2009,MARIA CLAUDIA REYES PRADA,SADE-0000256,1300000,2009-03-03
1000000257,076-2010-000257,AJX257,2010,BEATRIZ BEATRIZ MONTOYA CASTILLO,SADE-0000257,1300000,2010-10-05
1000000258,076-2017-000258,AJY258,2017,JULIAN BEATRIZ SALAZAR PRADA,SADE-0000258,2400000,2017-10-05
1000000259,076-2015-000259,AJZ259,2015,BEATRIZ PAOLA GUTIERREZ NAVARRO,SADE-0000259,6800000,2015-02-01
1000000260,076-2018-000260,AKA260,2018,GLORIA FELIPE SANCHEZ MONTOYA,SADE-0000260,14800000,2018-02-09
1000000261,076-2019-000261,AKB261,2019,WILLIAM JULIAN PENA AGUILAR,SADE-0000261,7800000,2019-12-16
1000000262,076-2010-000262,AKC262,2010,SANDRA DIEGO TORRES PRADA,SADE-0000262,4900000,2010-12-15
1000000263,076-2008-000263,AKD263,2008,GERMAN RODRIGO TORRES MORENO,SADE-0000263,14300000,2008-05-10
1000000264,076-2020-000264,AKE264,2020,HERNANDO GLORIA SALAZAR BUITRAGO,SADE-0000264,6200000,2020-02-07
1000000265,076-2019-000265,AKF265,2019,DIEGO LILIANA GAVIRIA LOPEZ,SADE-0000265,9700000,2019-09-19
1000000266,076-2012-000266,AKG266,2012,SOFIA ALEXANDRA CASTRO AGUILAR,SADE-0000266,2700000,2012-02-10
1000000267,076-2013-000267,AKH267,2013,ANDRES MAURICIO QUINTERO QUINTERO,SADE-0000267,2300000,2013-03-11
1000000268,076-2017-000268,AKI268,2017,JORGE JULIAN BELTRAN SANCHEZ,SADE-0000268,9300000,2017-03-27
1000000269,076-2019-000269,AKJ269,2019,ALEXANDRA PATRICIA SUAREZ CASTRO,SADE-0000269,11500000,2019-09-28
1000000270,076-2007-000270,AKK270,2007,SANDRA MAURICIO MORALES CARDENAS,SADE-0000270,4700000,2007-03-11
1000000271,076-2021-000271,AKL271,2021,FABIO RODRIGO SANCHEZ MEDINA,SADE-0000271,2500000,2021-05-07
1000000272,076-2017-000272,AKM272,2017,ALEXANDRA YOLANDA CASTRO CARDENAS,SADE-0000272,14100000,2017-02-17
1000000273,076-2017-000273,AKN273,2017,HERNANDO PATRICIA ROJAS MORALES,SADE-0000273,4800000,2017-11-20
1000000274,076-2018-000274,AKO274,2018,ALEJANDRO NUBIA CASTILLO RUIZ,SADE-0000274,1200000,2018-02-02
1000000275,076-2017-000275,AKP275,2017,FERNANDO WILLIAM PENA CASTILLO,SADE-0000275,11100000,2017-10-21
1000000276,076-2007-000276,AKQ276,2007,FELIPE ESPERANZA MEDINA CARDENAS,SADE-0000276,12800000,2007-04-26
1000000277,076-2019-000277,AKR277,2019,PAOLA ADRIANA BELTRAN TORRES,SADE-0000277,2000000,2019-03-15
1000000278,076-2013-000278,AKS278,2013,ANDRES SOFIA PENA CORREA,SADE-0000278,4100000,2013-06-28
1000000279,076-2018-000279,AKT279,2018,GERMAN RODRIGO RESTREPO CASTRO,SADE-0000279,9900000,2018-09-18
1000000280,076-2008-000280,AKU280,2008,GERMAN LILIANA BELTRAN MARTINEZ,SADE-0000280,7300000,2008-08-08
1000000281,076-2009-000281,AKV281,2009,PEDRO LUISA MEDINA MONTOYA,SADE-0000281,11200000,2009-04-28
1000000282,076-2021-000282,AKW282,2021,HERNANDO GERMAN CASTILLO GUTIERREZ,SADE-0000282,5300000,2021-03-16
1000000283,076-2015-000283,AKX283,2015,SOFIA FELIPE CARDENAS GAVIRIA,SADE-0000283,1000000,2015-02-13
1000000284,076-2015-000284,AKY284,2015,SOFIA LILIANA PENA ROJAS,SADE-0000284,9500000,2015-01-02
1000000285,076-2011-000285,AKZ285,2011,FELIPE ALEJANDRO CUELLAR MEDINA,SADE-0000285,14200000,2011-01-28
1000000286,076-2008-000286,ALA286,2008,DIANA DIEGO ORTIZ SALAZAR,SADE-0000286,10800000,2008-06-02
1000000287,076-2013-000287,ALB287,2013,LUISA FERNANDO MORENO VARGAS,SADE-0000287,9700000,2013-09-10
1000000288,076-2008-000288,ALC288,2008,ALVARO VALENTINA PRADA MORENO,SADE-0000288,7600000,2008-10-22
1000000289,076-2016-000289,ALD289,2016,SANDRA DIEGO HERRERA RESTREPO,SADE-0000289,10000000,2016-06-18
1000000290,076-2012-000290,ALE290,2012,CLAUDIA RICARDO REYES BUITRAGO,SADE-0000290,10700000,2012-09-02
1000000291,076-2007-000291,ALF291,2007,CARLOS DIEGO CORREA CUELLAR,SADE-0000291,13700000,2007-08-05
1000000292,076-2016-000292,ALG292,2016,VALENTINA DIEGO GUTIERREZ AGUILAR,SADE-0000292,8600000,2016-03-13
1000000293,076-2016-000293,ALH293,2016,ADRIANA PATRICIA CORREA BUITRAGO,SADE-0000293,13500000,2016-09-16
1000000294,076-2018-000294,ALI294,2018,FERNANDO ADRIANA CUELLAR LOPEZ,SADE-0000294,9900000,2018-06-22
1000000295,076-2008-000295,ALJ295,2008,CAMILO PATRICIA CARDENAS LOPEZ,SADE-0000295,12600000,2008-05-21
1000000296,076-2019-000296,ALK296,2019,PATRICIA FERNANDO RIOS DIAZ,SADE-0000296,12700000,2019-03-17
1000000297,076-2017-000297,ALL297,2017,CATALINA ALVARO MORALES ACOSTA,SADE-0000297,1300000,2017-10-23
1000000298,076-2008-000298,ALM298,2008,RICARDO MARIA PRADA GUTIERREZ,SADE-0000298,11200000,2008-03-14
1000000299,076-2018-000299,ALN299,2018,MONICA CAMILO BUITRAGO AGUILAR,SADE-0000299,12500000,2018-12-24
1000000300,076-2007-000300,ALO300,2007,DIEGO MAURICIO PENA MORENO,SADE-0000300,8800000,2007-11-16
1000000301,076-2015-000301,ALP301,2015,ALVARO GERMAN SUAREZ BELTRAN,SADE-0000301,14100000,2015-06-18
1000000302,076-2012-000302,ALQ302,2012,WILLIAM CATALINA CUELLAR VARGAS,SADE-0000302,6800000,2012-05-18
1000000303,076-2011-000303,ALR303,2011,FABIO ADRIANA MEDINA PENA,SADE-0000303,13000000,2011-06-16
1000000304,076-2012-000304,ALS304,2012,ALEXANDRA YOLANDA MEDINA MARTINEZ,SADE-0000304,14400000,2012-07-13
1000000305,076-2020-000305,ALT305,2020,RODRIGO CLAUDIA MEDINA RUIZ,SADE-0000305,7800000,2020-12-03
1000000306,076-2012-000306,ALU306,2012,JULIAN WILLIAM CUELLAR PENA,SADE-0000306,5600000,2012-09-09
1000000307,076-2021-000307,ALV307,2021,ALEXANDRA YOLANDA CASTRO HERRERA,SADE-0000307,6600000,2021-04-02
1000000308,076-2017-000308,ALW308,2017,MAURICIO FABIO RIOS DIAZ,SADE-0000308,3000000,2017-07-11
1000000309,076-2018-000309,ALX309,2018,ANDRES PEDRO CASTRO GOMEZ,SADE-0000309,14500000,2018-03-14
1000000310,076-2017-000310,ALY310,2017,ANDRES ANDRES VARGAS MEDINA,SADE-0000310,8700000,2017-05-21
1000000311,076-2007-000311,ALZ311,2007,ANA FERNANDO RIOS ROMERO,SADE-0000311,1400000,2007-03-14
1000000312,076-2021-000312,AMA312,2021,GLORIA CARLOS RESTREPO GAVIRIA,SADE-0000312,5200000,2021-12-28
1000000313,076-2021-000313,AMB313,2021,OSCAR CARLOS GOMEZ CARDENAS,SADE-0000313,3200000,2021-06-10
1000000314,076-2014-000314,AMC314,2014,ESPERANZA MAURICIO GAVIRIA CASTRO,SADE-0000314,13400000,2014-08-09
1000000315,076-2010-000315,AMD315,2010,SANDRA NUBIA JIMENEZ BELTRAN,SADE-0000315,7000000,2010-12-06
1000000316,076-2007-000316,AME316,2007,NUBIA OSCAR CASTILLO VARGAS,SADE-0000316,4900000,2007-10-28
1000000317,076-2017-000317,AMF317,2017,PAOLA DIANA BUITRAGO GUTIERREZ,SADE-0000317,2700000,2017-07-22
1000000318,076-2008-000318,AMG318,2008,GLORIA DIEGO CUELLAR GUTIERREZ,SADE-0000318,6800000,2008-01-09
1000000319,076-2013-000319,AMH319,2013,LILIANA JULIAN NAVARRO CORREA,SADE-0000319,8200000,2013-10-24
1000000320,076-2016-000320,AMI320,2016,JUAN WILLIAM SALAZAR ACOSTA,SADE-0000320,2000000,2016-11-04
1000000321,076-2014-000321,AMJ321,2014,ADRIANA HERNANDO RESTREPO BUITRAGO,SADE-0000321,8400000,2014-12-04
1000000322,076-2017-000322,AMK322,2017,OSCAR BEATRIZ AGUILAR RIOS,SADE-0000322,6100000,2017-03-16
1000000323,076-2009-000323,AML323,2009,SOFIA ALEJANDRO SALAZAR QUINTERO,SADE-0000323,14500000,2009-08-25
1000000324,076-2015-000324,AMM324,2015,MONICA LILIANA REYES RAMIREZ,SADE-0000324,13900000,2015-08-17
1000000325,076-2018-000325,AMN325,2018,BEATRIZ JORGE CASTILLO MARTINEZ,SADE-0000325,2000000,2018-09-17
1000000326,076-2010-000326,AMO326,2010,FERNANDO ESPERANZA MORALES JIMENEZ,SADE-0000326,8800000,2010-09-15
1000000327,076-2008-000327,AMP327,2008,MONICA PATRICIA GAVIRIA RAMIREZ,SADE-0000327,13500000,2008-08-26
1000000328,076-2007-000328,AMQ328,2007,SOFIA DIEGO BUITRAGO QUINTERO,SADE-0000328,12100000,2007-10-02
1000000329,076-2015-000329,AMR329,2015,SOFIA ADRIANA LOPEZ RESTREPO,SADE-0000329,7000000,2015-01-24
1000000330,076-2010-000330,AMS330,2010,PATRICIA JORGE RUIZ BERMUDEZ,SADE-0000330,9300000,2010-12-03
1000000331,076-2015-000331,AMT331,2015,LUISA JORGE CUELLAR RUIZ,SADE-0000331,7800000,2015-07-06
1000000332,076-2019-000332,AMU332,2019,DIEGO CAMILO SALAZAR MONTOYA,SADE-0000332,11900000,2019-07-13
1000000333,076-2008-000333,AMV333,2008,ESPERANZA DIEGO PALACIOS MARTINEZ,SADE-0000333,5000000,2008-09-13
1000000334,076-2015-000334,AMW334,2015,DIEGO FABIO GOMEZ LOPEZ,SADE-0000334,8100000,2015-08-22
1000000335,076-2018-000335,AMX335,2018,ESPERANZA DIANA ROMERO MONTOYA,SADE-0000335,6300000,2018-04-15
1000000336,076-2012-000336,AMY336,2012,CLAUDIA YOLANDA VARGAS MARTINEZ,SADE-0000336,1300000,2012-11-14
1000000337,076-2016-000337,AMZ337,2016,MARIA LILIANA PENA TORRES,SADE-0000337,3000000,2016-10-02
1000000338,076-2014-000338,ANA338,2014,ALEJANDRO LUISA ACOSTA RUIZ,SADE-0000338,10700000,2014-08-08
1000000339,076-2015-000339,ANB339,2015,MONICA LUISA CASTRO BUITRAGO,SADE-0000339,7900000,2015-04-27
1000000340,076-2021-000340,ANC340,2021,FERNANDO GERMAN CASTILLO REYES,SADE-0000340,8700000,2021-04-10
1000000341,076-2021-000341,AND341,2021,CLAUDIA MAURICIO RIOS QUINTERO,SADE-0000341,8100000,2021-05-02
1000000342,076-2015-000342,ANE342,2015,PATRICIA GLORIA BERMUDEZ MORENO,SADE-0000342,13100000,2015-01-12
1000000343,076-2017-000343,ANF343,2017,ALVARO MAURICIO GUTIERREZ QUINTERO,SADE-0000343,10900000,2017-03-10
1000000344,076-2013-000344,ANG344,2013,GLORIA ESPERANZA CUELLAR ACOSTA,SADE-0000344,6200000,2013-05-28
1000000345,076-2018-000345,ANH345,2018,CLAUDIA SOFIA DIAZ MORENO,SADE-0000345,11000000,2018-07-18
1000000346,076-2015-000346,ANI346,2015,DIEGO ALVARO ACOSTA ORTIZ,SADE-0000346,5700000,2015-06-21
1000000347,076-2008-000347,ANJ347,2008,JULIAN BEATRIZ RAMIREZ ROMERO,SADE-0000347,5300000,2008-01-09
1000000348,076-2013-000348,ANK348,2013,ALEJANDRO ALEJANDRO RUIZ TORRES,SADE-0000348,5300000,2013-10-24
1000000349,076-2017-000349,ANL349,2017,ALEXANDRA MONICA CUELLAR PENA,SADE-0000349,9000000,2017-05-01
1000000350,076-2010-000350,ANM350,2010,RICARDO SANDRA CUELLAR ACOSTA,SADE-0000350,5700000,2010-07-08
1000000351,076-2015-000351,ANN351,2015,GERMAN OSCAR MONTOYA BELTRAN,SADE-0000351,14100000,2015-11-12
1000000352,076-2011-000352,ANO352,2011,WILLIAM BEATRIZ BUITRAGO GAVIRIA,SADE-0000352,12400000,2011-02-26
1000000353,076-2018-000353,ANP353,2018,ANDRES GERMAN PENA SALAZAR,SADE-0000353,8500000,2018-07-02
1000000354,076-2016-000354,ANQ354,2016,FABIO CLAUDIA LOPEZ ORTIZ,SADE-0000354,14600000,2016-10-19
1000000355,076-2018-000355,ANR355,2018,CAMILO OSCAR MORALES VARGAS,SADE-0000355,8900000,2018-04-13
1000000356,076-2016-000356,ANS356,2016,LILIANA FELIPE MORENO CORREA,SADE-0000356,7000000,2016-08-24
1000000357,076-2017-000357,ANT357,2017,FELIPE SOFIA JIMENEZ PALACIOS,SADE-0000357,4800000,2017-03-24
1000000358,076-2015-000358,ANU358,2015,FELIPE GLORIA ROMERO DIAZ,SADE-0000358,13900000,2015-01-27
1000000359,076-2020-000359,ANV359,2020,JORGE LUISA GOMEZ QUINTERO,SADE-0000359,4000000,2020-11-08
1000000360,076-2008-000360,ANW360,2008,CLAUDIA JUAN PENA BUITRAGO,SADE-0000360,12100000,2008-06-02
1000000361,076-2016-000361,ANX361,2016,CATALINA ANDRES GAVIRIA LOPEZ,SADE-0000361,600000,2016-09-18
1000000362,076-2013-000362,ANY362,2013,JUAN MARIA SANCHEZ NAVARRO,SADE-0000362,14200000,2013-05-01
1000000363,076-2015-000363,ANZ363,2015,DIANA GLORIA HERRERA HERRERA,SADE-0000363,13900000,2015-03-08
1000000364,076-2010-000364,AOA364,2010,CATALINA MAURICIO ORTIZ PALACIOS,SADE-0000364,7300000,2010-07-03
1000000365,076-2012-000365,AOB365,2012,PAOLA SOFIA CASTILLO ACOSTA,SADE-0000365,6200000,2012-05-22
1000000366,076-2020-000366,AOC366,2020,ANA CARLOS RAMIREZ RESTREPO,SADE-0000366,10200000,2020-07-18
1000000367,076-2014-000367,AOD367,2014,LUISA JUAN JIMENEZ RAMIREZ,SADE-0000367,13200000,2014-07-21
1000000368,076-2019-000368,AOE368,2019,NUBIA FERNANDO HERRERA SANCHEZ,SADE-0000368,1500000,2019-04-07
1000000369,076-2021-000369,AOF369,2021,FERNANDO ANDRES NAVARRO RUIZ,SADE-0000369,2400000,2021-11-09
1000000370,076-2021-000370,AOG370,2021,ESPERANZA FERNANDO RUIZ SUAREZ,SADE-0000370,8500000,2021-01-07
1000000371,076-2016-000371,AOH371,2016,CLAUDIA PAOLA TORRES CARDENAS,SADE-0000371,4600000,2016-10-08
1000000372,076-2016-000372,AOI372,2016,ALVARO ESPERANZA CORREA MONTOYA,SADE-0000372,4000000,2016-12-24
1000000373,076-2008-000373,AOJ373,2008,VALENTINA RODRIGO DIAZ HERRERA,SADE-0000373,11600000,2008-04-27
1000000374,076-2008-000374,AOK374,2008,NUBIA ALEJANDRO AGUILAR REYES,SADE-0000374,10600000,2008-06-01
1000000375,076-2017-000375,AOL375,2017,YOLANDA JULIAN GAVIRIA RIOS,SADE-0000375,9600000,2017-09-13
1000000376,076-2013-000376,AOM376,2013,GLORIA PATRICIA MONTOYA RAMIREZ,SADE-0000376,8000000,2013-04-23
1000000377,076-2008-000377,AON377,2008,ANA YOLANDA MORALES MONTOYA,SADE-0000377,4400000,2008-12-13
1000000378,076-2012-000378,AOO378,2012,BEATRIZ PEDRO RAMIREZ GOMEZ,SADE-0000378,8300000,2012-08-12
1000000379,076-2019-000379,AOP379,2019,YOLANDA PEDRO CASTRO RAMIREZ,SADE-0000379,5200000,2019-07-15
1000000380,076-2015-000380,AOQ380,2015,ALEXANDRA VALENTINA QUINTERO HERRERA,SADE-0000380,1100000,2015-02-12
1000000381,076-2015-000381,AOR381,2015,ANA ALEJANDRO REYES GUTIERREZ,SADE-0000381,10300000,2015-01-10
1000000382,076-2013-000382,AOS382,2013,ALVARO ANA MORENO ACOSTA,SADE-0000382,13800000,2013-03-22
1000000383,076-2013-000383,AOT383,2013,HERNANDO DIEGO NAVARRO CARDENAS,SADE-0000383,7300000,2013-08-05
1000000384,076-2008-000384,AOU384,2008,HERNANDO DIANA NAVARRO QUINTERO,SADE-0000384,8100000,2008-08-26
1000000385,076-2008-000385,AOV385,2008,BEATRIZ WILLIAM ACOSTA GAVIRIA,SADE-0000385,5500000,2008-08-04
1000000386,076-2009-000386,AOW386,2009,ADRIANA JUAN RESTREPO CORREA,SADE-0000386,10200000,2009-06-15
1000000387,076-2012-000387,AOX387,2012,DIANA ALEJANDRO CASTRO CARDENAS,SADE-0000387,8700000,2012-10-23
1000000388,076-2010-000388,AOY388,2010,ANDRES GERMAN SUAREZ RESTREPO,SADE-0000388,8600000,2010-05-24
1000000389,076-2018-000389,AOZ389,2018,FELIPE FERNANDO ACOSTA GUTIERREZ,SADE-0000389,10100000,2018-05-27
1000000390,076-2019-000390,APA390,2019,PAOLA BEATRIZ MARTINEZ CASTILLO,SADE-0000390,5600000,2019-10-18
1000000391,076-2009-000391,APB391,2009,ALEXANDRA MARIA BELTRAN PENA,SADE-0000391,11700000,2009-05-27
1000000392,076-2018-000392,APC392,2018,JORGE CAMILO GAVIRIA CASTRO,SADE-0000392,8200000,2018-04-09
1000000393,076-2017-000393,APD393,2017,CLAUDIA DIANA MONTOYA TORRES,SADE-0000393,11900000,2017-10-16
1000000394,076-2016-000394,APE394,2016,PAOLA ESPERANZA BUITRAGO QUINTERO,SADE-0000394,14400000,2016-01-26
1000000395,076-2012-000395,APF395,2012,ESPERANZA ALEJANDRO RAMIREZ HERRERA,SADE-0000395,6800000,2012-11-22
1000000396,076-2012-000396,APG396,2012,HERNANDO CATALINA RUIZ CASTILLO,SADE-0000396,10700000,2012-06-26
1000000397,076-2013-000397,APH397,2013,PEDRO JUAN HERRERA ORTIZ,SADE-0000397,6100000,2013-09-24
1000000398,076-2015-000398,API398,2015,ALEXANDRA PATRICIA CASTILLO RIOS,SADE-0000398,11900000,2015-06-13
1000000399,076-2014-000399,APJ399,2014,PATRICIA VALENTINA MORALES PALACIOS,SADE-0000399,1100000,2014-08-04
1000000400,076-2011-000400,APK400,2011,CAMILO ANA MARTINEZ MORALES,SADE-0000400,9400000,2011-05-11
1000000401,076-2014-000401,APL401,2014,MONICA MAURICIO CUELLAR PALACIOS,SADE-0000401,12600000,2014-02-15
1000000402,076-2018-000402,APM402,2018,JULIAN GERMAN TORRES CARDENAS,SADE-0000402,1600000,2018-12-04
1000000403,076-2007-000403,APN403,2007,NUBIA PEDRO JIMENEZ ACOSTA,SADE-0000403,13700000,2007-03-18
1000000404,076-2009-000404,APO404,2009,NUBIA ALEXANDRA BERMUDEZ BELTRAN,SADE-0000404,6400000,2009-07-21
1000000405,076-2009-000405,APP405,2009,GLORIA DIANA RESTREPO LOPEZ,SADE-0000405,5500000,2009-08-19
1000000406,076-2013-000406,APQ406,2013,ALVARO JUAN PENA PENA,SADE-0000406,7600000,2013-12-26
1000000407,076-2019-000407,APR407,2019,JORGE FERNANDO HERRERA ROMERO,SADE-0000407,5200000,2019-06-11
1000000408,076-2010-000408,APS408,2010,SOFIA SANDRA ORTIZ GAVIRIA,SADE-0000408,14000000,2010-11-11
1000000409,076-2016-000409,APT409,2016,ALVARO CATALINA RESTREPO ROJAS,SADE-0000409,3400000,2016-06-12
1000000410,076-2020-000410,APU410,2020,SOFIA CATALINA SUAREZ CARDENAS,SADE-0000410,2600000,2020-11-05
1000000411,076-2012-000411,APV411,2012,SANDRA LILIANA CARDENAS MARTINEZ,SADE-0000411,5100000,2012-06-23
1000000412,076-2009-000412,APW412,2009,VALENTINA ALVARO QUINTERO REYES,SADE-0000412,4000000,2009-10-13
1000000413,076-2013-000413,APX413,2013,GLORIA FELIPE ROMERO SUAREZ,SADE-0000413,14700000,2013-03-16
1000000414,076-2011-000414,APY414,2011,DIEGO GLORIA GUTIERREZ PRADA,SADE-0000414,1800000,2011-06-01
1000000415,076-2014-000415,APZ415,2014,DIEGO RICARDO MONTOYA MORENO,SADE-0000415,13400000,2014-11-16
1000000416,076-2013-000416,AQA416,2013,FELIPE CAMILO PRADA GAVIRIA,SADE-0000416,4700000,2013-02-19
1000000417,076-2007-000417,AQB417,2007,FABIO OSCAR RUIZ NAVARRO,SADE-0000417,6200000,2007-09-10
1000000418,076-2009-000418,AQC418,2009,SOFIA FERNANDO GAVIRIA MORENO,SADE-0000418,13500000,2009-02-19
1000000419,076-2008-000419,AQD419,2008,YOLANDA ESPERANZA SALAZAR ROMERO,SADE-0000419,1500000,2008-12-15
1000000420,076-2015-000420,AQE420,2015,MONICA DIANA HERRERA ACOSTA,SADE-0000420,8100000,2015-01-15
1000000421,076-2011-000421,AQF421,2011,RODRIGO ANA PRADA MARTINEZ,SADE-0000421,6500000,2011-04-26
1000000422,076-2018-000422,AQG422,2018,PATRICIA RODRIGO AGUILAR BERMUDEZ,SADE-0000422,4700000,2018-10-05
1000000423,076-2019-000423,AQH423,2019,MONICA MONICA DIAZ CASTILLO,SADE-0000423,9400000,2019-09-09
1000000424,076-2016-000424,AQI424,2016,ESPERANZA HERNANDO GUTIERREZ MEDINA,SADE-0000424,7900000,2016-10-09
1000000425,076-2020-000425,AQJ425,2020,VALENTINA PEDRO CASTRO QUINTERO,SADE-0000425,2000000,2020-05-28
1000000426,076-2017-000426,AQK426,2017,DIEGO DIEGO ACOSTA MORALES,SADE-0000426,8700000,2017-04-25
1000000427,076-2020-000427,AQL427,2020,PAOLA FELIPE MORALES CASTILLO,SADE-0000427,7300000,2020-11-14
1000000428,076-2013-000428,AQM428,2013,JULIAN JORGE RAMIREZ RESTREPO,SADE-0000428,13600000,2013-12-09
1000000429,076-2018-000429,AQN429,2018,BEATRIZ SOFIA GAVIRIA GUTIERREZ,SADE-0000429,500000,2018-12-03
1000000430,076-2018-000430,AQO430,2018,SOFIA RODRIGO TORRES ROMERO,SADE-0000430,10600000,2018-04-14
1000000431,076-2020-000431,AQP431,2020,MONICA FELIPE NAVARRO GUTIERREZ,SADE-0000431,7700000,2020-06-18
1000000432,076-2016-000432,AQQ432,2016,DIEGO FERNANDO GAVIRIA CORREA,SADE-0000432,1700000,2016-01-04
1000000433,076-2017-000433,AQR433,2017,SOFIA MARIA MARTINEZ JIMENEZ,SADE-0000433,11700000,2017-08-01
1000000434,076-2013-000434,AQS434,2013,RICARDO DIEGO CARDENAS JIMENEZ,SADE-0000434,7500000,2013-02-21
1000000435,076-2012-000435,AQT435,2012,WILLIAM ANA SALAZAR JIMENEZ,SADE-0000435,1800000,2012-07-21
1000000436,076-2011-000436,AQU436,2011,FABIO DIANA RAMIREZ HERRERA,SADE-0000436,500000,2011-04-16
1000000437,076-2008-000437,AQV437,2008,DIEGO PATRICIA RIOS SANCHEZ,SADE-0000437,11800000,2008-01-01
1000000438,076-2018-000438,AQW438,2018,NUBIA SANDRA BERMUDEZ CASTRO,SADE-0000438,12700000,2018-02-08
1000000439,076-2013-000439,AQX439,2013,ANA PEDRO HERRERA GUTIERREZ,SADE-0000439,9900000,2013-05-05
1000000440,076-2013-000440,AQY440,2013,DIEGO CLAUDIA TORRES SANCHEZ,SADE-0000440,14900000,2013-01-20
1000000441,076-2017-000441,AQZ441,2017,HERNANDO JULIAN PALACIOS PENA,SADE-0000441,4300000,2017-07-20
